review,Eng,vader_score,vader_compound,textblob_score
買著邊間产品？,Buying a marginal product?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
請問有無中國人壽呢個計劃嘅詳細資料嗨。,Is there any detailed information about China Life's plan?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.4
我想買。,I want to buy.,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",0.0772,0.0
樓主最好想清楚，我有好多朋友已中伏,"The landlord had better think about it, I have many friends who have fallen asleep","{'neg': 0.122, 'neu': 0.585, 'pos': 0.293, 'compound': 0.5423}",0.5423,0.5
"唔建議樓主買, 可以考慮PRU / AIA 可以幫你做個計劃書",I don’t recommend that the landlord buy it. You can consider PRU / AIA to help you make a plan.,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,0.0
最終無買到。不過我都唔鍾意AIA個計劃，仲搵笨。我好多朋友中咗伏，初時講到有幾好回報，依家供咗成10年，入面簡直係不願至評。,"In the end, it was not available. But I don't like AIA plans, Zhong Xun stupid. A lot of my friends were upset. When I first talked about how good it was, I made a family confession for 10 years.","{'neg': 0.199, 'neu': 0.652, 'pos': 0.149, 'compound': -0.395}",-0.395,-0.012500000000000013
我買咗其他公司嘅5年產品了。,I have bought products from other companies for 5 years.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.125
所以我最終買咗另一間公司嘅產品,So I ended up buying products from another company,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
保可惜保記的，非保証長期都不達標。已有多名朋友中伏。而且保記嘅計劃我感覺很主打中國市場，所以個人不喜歡,"It’s a pity to keep in mind, and non-guaranteed will not meet the standard for a long time. There are already many friends in the middle. And I think the plan of Baoji is very focused on the Chinese market, so I don’t like it.","{'neg': 0.042, 'neu': 0.789, 'pos': 0.169, 'compound': 0.762}",0.762,0.07857142857142857
買著邊間产品？,Buying a marginal product?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"如果actuarial analyst 來講, 係唔係general insurance比 life insurance少好多?","If actual analysts say, is there much less general insurance than life insurance?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03888888888888888
"market 來講, 係唔係general insurance比 life insurance細好多?","In terms of market, is the general insurance much finer than life insurance?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.125
"通常以actuarial analyst 新入行來講, 係唔係life insurance機會, 空缺多d?","Generally speaking in terms of new entry into actual analysts, it is not a life insurance opportunity, how many vacancies?","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,0.1715909090909091
IFA最常賣的是SAVING PLAN.(101),The most commonly sold by IFA is SAVING PLAN. (101),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
AIA 的101計劃~ =.=,AIA's 101 plan ~ =.=,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"414無良agent逍遙法外""30年財富之選""淪為騙财工具","414 The unscrupulous agent's impunity, ""30 years of wealth choice"" reduced to a tool for fraud","{'neg': 0.181, 'neu': 0.667, 'pos': 0.152, 'compound': -0.1531}",-0.1531,0.0
"發現手續費要扣晒全期30年, 一個仙都冇得退!!","I found the handling fee to be deducted for a full period of 30 years, and a cent is not refundable!!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.546875
"PK!!! MaxxMutxxxx 101保單, 發現手續費要扣晒全期30年, 一個仙都冇得退!!","PK!!! MaxxMutxxxx 101 policy, found that the handling fee will be deducted for a full period of 30 years, a cent is not refundable!!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.546875
"保險月供基金!!供左4年, 如果依家取消要比番16年management charge,,,,,,,,,,,,!!!","Insurance Monthly Fund!! For the left 4 years, if you cancel at home, it is more than 16 years management charge,,,,,,,,,,,,!!!","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4885}",-0.4885,0.48828125
我老公俾angent呃左買宏x既邁駿投資理財計劃10...,My husband Biangent er left buy Hong x both Maijun investment financial plan 10...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"想cut AXA (100歲) 人壽儲蓄, 大家可唔可以幫忙睇睇我可以拎返幾多錢?","Want to cut AXA (100 years old) life savings, can you help me see how much money I can carry back?","{'neg': 0.087, 'neu': 0.747, 'pos': 0.166, 'compound': 0.2263}",0.2263,0.10000000000000002
用人壽儲蓄保險儲錢將會越儲越少錢,Saving money with life savings insurance will save less and less money,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,-0.16666666666666666
"保險佬最怕聽到你話買純保險,死得",Insurance guys are most afraid of hearing you to buy pure insurance and die,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}",-0.5994,0.0380952380952381
無肉食,Meatless,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
關于樓主的問題，我本人覺得對 actuarial analyst 來說，general insurance 比 life insurance 多多了。,"Regarding the question of the landlord, I personally feel that for actuarial analyst, there is much more general insurance than life insurance.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.18333333333333332
對好多人來說保險的分類只有 人壽(life)和非人壽(general)。但其實人壽只係保險的其中一項，而非人壽(general)的種類就多好多。除了法定的保險：勞工和汽車，主要還有責任險、工程險、船險、火險、意外險等。General insurance 的產品理論上是可以無窮無盡。從最古老的船險，發展到現在；近幾十年來多了幾種保險，例如飛機險、恐怖主義險、太空險等。這些新保險都需要 actuarial analyst 來計算風險，從而厘定保費。,"For many people, the only categories of insurance are life and non-life. But in fact, life is only one item of insurance, not many types of life (general). In addition to statutory insurance: labor and automobile, there are mainly liability insurance, engineering insurance, ship insurance, fire insurance, accident insurance and so on. General insurance's products are theoretically endless. From the oldest ship insurance to the present; several types of insurance have been added in recent decades, such as aircraft insurance, terrorism insurance, and space insurance. These new insurances require actuarial analyst to calculate the risk and determine the premium.","{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.9612}",-0.9612,0.04061771561771562
原有的保險也會隨著時代的變更、保險情況的不同，而需要調整保費。從醫療和科技進步至新車新船新飛機等，都會影響到保費的厘定。這些厘定便需要actuarial analyst 來幫忙。,"The original insurance will also need to be adjusted according to changes in the times and different insurance conditions. From medical and technological advances to new cars, new ships and new aircraft, all will affect the determination of premiums. These determinations require actual analysts to help.","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8176}",0.8176,0.112012987012987
甚至，有時候一些特殊情況，需要特別度身訂造保險，更需要 actuarial analyst 和他對保險的專業知識，幫客人和保險公司訂造保險產品。,"Even, in some special cases, special tailor-made insurance is needed, and actuarial analyst and his expertise in insurance are needed to help customers and insurance companies to order insurance products.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7964}",0.7964,0.35714285714285715
所以，對 actuarial analyst 來說，在general insurance 的發展空間，遠比 life insurance 的多,"Therefore, for actuarial analyst, there is far more room for development in general insurance than life insurance","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.21666666666666667
如果是想做設計或幫保險公司選擇基金產品，那些已經不是 life insurance 的范圍了，是金融那邊了,"If you want to design or help insurance companies choose fund products, those are no longer the scope of life insurance, but the financial side.","{'neg': 0.06, 'neu': 0.827, 'pos': 0.113, 'compound': 0.1027}",0.1027,0.0
"我自己做GI, 我就發現GI公司唔係好睇重 actuarial analyst, 因為如果用burning cost去定價, 在市場上根本做唔到生意!","I do GI by myself, I found that GI company is not a good actuarial analyst, because if the burning cost is used to set the price, there is no business in the market!","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.5991}",-0.5991,-0.4375
"actuarial 都只係得個計字, 無人睇.","Actuarial is only a word, no one looks.","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,0.0
你個人完全係問非所答!,Your personal question is totally unanswered!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0625
回應：,Response:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
我也是做GI，做broker。在quote價的時候發現保險公司每年會因應風險而改變價錢。比如說 車會因為某類車容易撞或上一年被偷得多，或者某類工作上一年容易受傷，會因此提高保費。,"I also do GI and broker. When quoting the price, it was discovered that the insurance company would change the price every year in response to the risk. For example, a car may be stolen because of a certain type of car, or it may be stolen much in the previous year, or a certain type of work may be injured in the previous year, which will increase the premium.","{'neg': 0.139, 'neu': 0.781, 'pos': 0.081, 'compound': -0.6908}",-0.6908,0.059047619047619036
保費的調整、定價，尤其是GI，保險公司做決定的通常有三種：,"The adjustment and pricing of premiums, especially GI, are usually made by insurance companies in three ways:","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.125
1. 用同行保費作指標；這樣的actuarial analyst的作用就相對細左，因為 underwriters 靠的是市場價格，而不是 actuarial analysist 建議價格,"1. Use peer premiums as indicators; the role of such actual analysts is relatively narrow, because underwriters rely on market prices, not actuarial analysist suggested prices","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.06666666666666668
2. 在新東西出來的時候，比如說新車，沒有什么記錄，underwriters也難定價。這個時候就要靠 actuarial analyst 來分析車行歷史和出來後一段時間內實行定價。因為市場上沒有指標,"2. When new things come out, such as new cars, there is no record, and underwriters are difficult to price. At this time, it is up to the actuarial analyst to analyze the history of the dealership and implement pricing within a certain period of time. Because there are no indicators in the market","{'neg': 0.117, 'neu': 0.847, 'pos': 0.036, 'compound': -0.5859}",-0.5859,-0.002597402597402604
3. 再保險公司 (Re-insurer)在定保費，其實占的比重根多。他們要利用actuarial analyst 來計算某類保險的賠償情況，收取保險公司保費。再保險保費的調整，往往會令到保險公司增加保費，所謂羊毛出在羊身上...,"3. The re-insurer (Re-insurer) is setting a premium, which actually accounts for a large proportion. They need to use actual analysts to calculate the compensation of certain types of insurance and collect insurance company premiums. The adjustment of reinsurance premiums often causes insurance companies to increase their premiums. The so-called wool comes from the sheep...","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.5267}",0.5267,0.10714285714285714
另外，如果沒有actuarial analyst，保險公司就沒有指標厘定保費，很容易因此而令保險公司 因賠償過多而“爆煲”。Actuarial analyst 的作用，最低限度，就是給 underwriters 建議，建議他們不要把價錢調到太低。以免影響到保險公司的健康。,"In addition, if there is no actual analyst, the insurance company has no indicators to determine the premium, it is easy for the insurance company to ""burst"" because of excessive compensation. The role of Actuarial analyst, at the very least, is to advise underwriters that they should not lower the price too low. So as not to affect the health of insurance companies.","{'neg': 0.094, 'neu': 0.837, 'pos': 0.069, 'compound': -0.1808}",-0.1808,-0.04133333333333333
所以我覺得actuarial analyst 在保險業中的地位還是挺高的，縱使他們不是做什么生意。,"So I think the actual analyst's position in the insurance industry is still quite high, even if they are not doing business.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.08
"Hi Briankingfox, it seems you know a lot about general insurance.  I just have seen a couple of your pertinent comments.  Thanks.","Hi Briankingfox, it seems you know a lot about general insurance. I just have seen a couple of your pertinent comments. Thanks.","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,0.125
"我得張business top up degree, 其實做insurance 行業既business analyst洗唔洗讀過d 半IT couse e.g. information system or data analyst degree?","I have to get a business top up degree. In fact, I’m a business analyst in the insurance industry. I didn’t read it. IT couse e.g. information system or data analyst degree?","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2023}",0.2023,0.5
去jobsdb 睇下d jd 就會知requirement,Go to jobsdb and watch d jd and you will know the requirement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"見到讀business都請, but要work closely with IT, 冇it底其實做唔做得黎","When I read business, please, but I want to work closely with IT, I don’t know how to do it.","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2732}",0.2732,0.0
一般，我公司d BA 好熟system嘢,"Generally, my company's d BA is very familiar with the system.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.26875000000000004
佢地有IT底的嗎？ 冇既其實係咪請左後邊做邊學insurance d system,"Is there any IT at all? No, actually, please do the insurance d system from the left","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,0.0
Seems most of them r IT background,Seems most of them r IT background,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5
Do you know what type of IT background ?,Do you know what type of IT background?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"寫一d我睇唔明的programme , 基本上工作係data mining","Write a program that I don’t understand, basically work data mining","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
謝謝。,Thank you.,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.0
再多問一下，我見有d insurance 會請只有business degree background 既人做BA，咁佢地冇IT底下實際工作上其實洗唔洗做technique 既IT duty?,"I would like to ask more, I see that if there is d insurance, only business degree background will be used to do BA, and it is not possible to do technical and IT duty in actual work under IT?","{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.3612}",0.3612,0.1
咁business analysis 都有分好多，有d係support department ，有d係in company level,"There are a lot of business analysis, there is support department, there is d in company level","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,0.0
有見過business statistic 底，有見過 pure statistic 底， 有見過computer science 底,"Have seen the bottom of business statistic, have seen the bottom of pure statistic, have seen the bottom of computer science","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.21428571428571427
"最近見有保險公司請commodity underwriter, 小弟孤陋寡聞，想請教各位師兄commodity insurance即係乜野險種? 等於personal lines嗎？","Recently I saw an insurance company please commodity underwriter, my little brother is ignorant, I would like to ask all of you, brothers, that insurance is a kind of wild insurance? Is it equal to personal lines?","{'neg': 0.045, 'neu': 0.829, 'pos': 0.126, 'compound': 0.5145}",0.5145,0.08541666666666665
係咪Ｑ仔？,Department Mi Qizai?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
Q仔就all lines吧，commercial lines算佔很多,"Q, all lines, commercial lines account for a lot","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
無錯係Q仔呀！,It’s the wrong one!,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5255}",-0.5255,-0.625
原來commodity insurance = commercial lines，多謝指教。,"The original commodity insurance = commercial lines, thank you for your advice.","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.5859,0.1875
澳洲叫法?,Australian name?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
美化左啲濕碎嘢,Beautify Zuoxi wet broken,"{'neg': 0.369, 'neu': 0.238, 'pos': 0.393, 'compound': 0.0516}",0.0516,-0.25
唔臭，但cheap,"Smelly, but cheap","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.4
有客就乜都唔使擔心，但揾個老實啲既人跟，揾啲古古惑惑或唔熟保單，連朋友都無埋。。,"If you are a guest, you don’t worry about it, but if you’re honest, you’re not alone. You don’t even have friends. .","{'neg': 0.062, 'neu': 0.6, 'pos': 0.338, 'compound': 0.8677}",0.8677,0.6
除左哩兩間，點解唔考慮下其他公司？,"Except for the two rooms at Zuo Li, do you want to consider other companies?","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}",0.0772,-0.125
本人做左某大上市保險公司唔夠半年就投降,I am a big listed insurance company in Zuo and I don't surrender for half a year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.08333333333333333
發現原來保險公司因為人多一D資源都無,I discovered that the original insurance company had no resources because of more people.,"{'neg': 0.133, 'neu': 0.727, 'pos': 0.139, 'compound': 0.0258}",0.0258,0.4375
"好彩遇到個朋友,介紹左去一間大型機構背景ga人壽公司",Hao Cai met a friend and introduced left to a large institutional background ga life company,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,0.10714285714285714
"有客派比同事見,感覺比其他保險公司實在d","Seeing from a colleague, it feels more real than other insurance companies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19166666666666665
可以warm cold market一齊發展,Warm cold market can develop together,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}",0.2263,0.0
之前做銀行月入兩萬不過銀行減人工,"I used to make 20,000 yuan a month for the bank, but the bank reduced labor","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
就想出去試下希望可以早d買樓結婚,I want to go out and try to buy a house as soon as possible,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}",0.0772,0.0
"點知feel倒奶奶地野,","Click to know feel poured grandma field,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
好彩剛剛可以穩定落來,Lucky can just settle down,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,0.08888888888888886
所以個人建議去邊間都好做半年part time試下先,So I personally recommend that you go to the side and do it for half a year.,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4144}",0.4144,-0.08333333333333333
"如果各位大大有更好搵錢機會希望介紹比小弟,謝謝","If you all have a better chance to spend money, I hope to introduce you, brother, thank you","{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.8519}",0.8519,0.5
點解你用新戶口﹖,Click to explain your new account?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13636363636363635
我成十年無上香討,I have been in the world for decades,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
我以前咪做大M記，最鍾意約客係公司見。。之後無做係因為plan對plan唔夠憾。。。,"I used to be a big M, and I'd like to see you most from the guest company. . After that, there is no reason to do it because plan is not good enough for plan. . .","{'neg': 0.109, 'neu': 0.831, 'pos': 0.059, 'compound': -0.2746}",-0.2746,0.037500000000000006
剛日本返泥見到有人叫我喎,"Just back in Japan, I saw someone calling me","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
公司去﹖,Go to the company?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"師兄, 樓上位eddie師兄係M記, 你可以同佢傾下, 佢應該都唔錯...","Brother, upstairs, brother Eddie is M. You can fall down with Qu, Qu should be right...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.06507936507936506
"不過你又想無壓力, 又想高職位, 不如傾個高title, conference room就借...","But if you want to be stress-free and want a high position, it is better to pour a high title, just borrow the conference room...","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.6956}",0.6956,0.2733333333333334
話傾就傾到咩，，，行家就話姐,"If you talk to you, you will talk to me.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
又係開新account..仲要牛頭唔答馬嘴.,He opened a new account.. Zhong Yaotou did not answer his mouth.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13636363636363635
。。。間間都差唔多,. . . There are so many differences,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5
"Manulife 咪又係 Financial Planning Manager, 唔係 build team 係呢個架咋.","Manulife is also the Financial Planning Manager, not the build team.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"房就大把, book 就有, 我多數 book TST centre.","The room is big, the book is there, most of my book TST centre.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25
五年攞返哂+利息,Five years of rebate + interest,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.4588,0.0
邊間呀,Bianjian,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"i think you should consider China Life annuity, its tax deductable","i think you should consider China Life annuity, is tax deductible","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
係YF Life，仲有，係保証3.6厘,"Department YF Life, Zhong You, Department guarantee 3.6%","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}",0.25,0.0
淨做 Cold Market 太辛苦又未必搵到大錢.,It's too hard to do Cold Market on the net and it doesn't necessarily cost a lot of money.,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",-0.1027,-0.22291666666666665
多方向同步進行,Multi-directional synchronization,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
宏利既話，我有朋友係果邊做，有需要幫手可以搵我,"Manulife's words, I have a friend who does it by fruit, if I need help, I can help me","{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.8225}",0.8225,0.0
講佣就一定唔會係保險公司,"If you are a maid, you must not be an insurance company","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
其實邊間都冇所謂，係睇您遇唔遇到好upline,"In fact, there is no such thing on the side, it’s because you meet a good upline","{'neg': 0.109, 'neu': 0.746, 'pos': 0.144, 'compound': 0.1779}",0.1779,0.35
中人個寫字樓……完全不知所謂,Chinese office building... I don’t know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
又細又窄又核突,"Thin, narrow and nucleus","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.30000000000000004
D agent又大陸feel,D agent and mainland feel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
連廣東話都講到一舊舊,Even Cantonese is old,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
請埋D呀嬸大陸人做,Please bury D aunt mainlander to do,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,0.0
唔係讚大M,Don't praise M,"{'neg': 0.594, 'neu': 0.406, 'pos': 0.0, 'compound': -0.4449}",-0.4449,0.0
但大M形象真係好幾班,But the image of the big M really has several classes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.06666666666666668
寫字樓……完全不知所謂??,Office...I don't know what it means at all?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
近排個agent叫我買隻短期儲蓄計劃佢話保證3.35厘息，5年後攞番,"A row of agents told me to buy only a short-term savings plan, and then guarantee a 3.35% interest rate.","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}",0.6124,0.0
本身自己有部份錢係銀行做緊定期但好低息，所以諗緊買唔買好? 或者你地有無高息D既計劃可以介紹下,"Some of the money itself is a bank that is tight on a regular basis but has a low interest rate, so buy it carefully and not buy it? Or do you have a high interest rate D that you can introduce?","{'neg': 0.052, 'neu': 0.743, 'pos': 0.205, 'compound': 0.8341}",0.8341,-0.02371428571428572
高息嘅唔會短時間拎返,High interest rates will not be returned in a short time,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,0.08
你儲錢個目的係咩,What is your purpose for saving money?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
無目的，筆錢擺銀行無乜息收，又唔想買年金因為太耐先攞到錢,"No purpose, the money is put in the bank without interest, and you don’t want to buy an annuity because you are too resistant to get the money first","{'neg': 0.146, 'neu': 0.813, 'pos': 0.041, 'compound': -0.5236}",-0.5236,0.25
中人壽有呀,China Life Insurance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
中人壽有隻要保單第20年度先拎到錢仲要逼你拎哂出嚟 雖則個條文有寫到 但寫得比較婉轉,"As for China Life Insurance, as long as the insurance policy reaches the 20th year of the insurance policy, Qian Zhong will force you to pick it out.","{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.0516}",0.0516,-0.025
3、5、10年都有，中長線滴3.35都唔是話好多,"3, 5 and 10 years old, 3.35 long-term drops are not a lot of words","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
其實睇下自己有無啲乜短/中/長期目標，而再去決定行邊一個計劃,"Actually, do you have any short-term/medium-term/long-term goals before deciding on a plan?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
唔鐘意等到退休先摞可以儲年期之後每年都摞一筆錢出黎，摞幾多錢或幾多年都可以定製,"Well, I don’t want to wait until I can retire first, and I can save a lot of money every year.","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.6808}",0.6808,0.25
業內人,Insiders,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
有阿5年後拎番 8厘左右既非保證回報,"There are about 8% after 5 years, which is not a guaranteed return.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
亦都仲有其他plan,Yiduzhong also has other plans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.125
可以選供5年或10年，然後唔駛再供，由佢自己滾存，滾到真係有需要先拎出嚟,"You can choose 5 years or 10 years, and then don’t drive and make the supply again. You can save it by yourself.","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0.4939,0.0
之前嘅，自己發掘吓,"Before, I discovered scaring myself","{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0
你係想要靈活定唔靈活先,You want to be flexible and not flexible first,"{'neg': 0.153, 'neu': 0.552, 'pos': 0.294, 'compound': 0.1366}",0.1366,0.25
靈活既中間可以攞出黎用既 厘數係會低d 咁唔靈活就高啦,"Flexibility means that you can find the Li system in the middle. The number system will be lower d. If you are flexible, it will be higher.","{'neg': 0.071, 'neu': 0.747, 'pos': 0.182, 'compound': 0.34}",0.34,0.125
同埋5年後攞反出黎又擺係銀行不如長線d滾多d 淨係攞佢派出黎既利息洗下,"After 5 years of burying it, it is better to leave Li and put the bank instead of the long-term d roll more d. The net system sends Li and the interest is washed down","{'neg': 0.031, 'neu': 0.818, 'pos': 0.151, 'compound': 0.6908}",0.6908,0.2111111111111111
Ps 我自己有份每年派錢既儲蓄,Ps I have a share of each year to save money,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,0.0
